"id";"created_at";"updated_at";"row_version";"date_time";"resolution";"temperature";"source";"estimated";"location__id"
1954280;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 16:00:00+00";"PT60M";15,61;"D";TRUE;1
1954281;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 17:00:00+00";"PT60M";15,41;"D";TRUE;1
1954282;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 18:00:00+00";"PT60M";15,01;"D";TRUE;1
1954283;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 19:00:00+00";"PT60M";14,85;"D";TRUE;1
1954284;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 20:00:00+00";"PT60M";14,41;"D";TRUE;1
1954285;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 21:00:00+00";"PT60M";14,07;"D";TRUE;1
1954286;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 22:00:00+00";"PT60M";13,77;"D";TRUE;1
1954287;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-26 23:00:00+00";"PT60M";13,47;"D";TRUE;1
1954288;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 00:00:00+00";"PT60M";13,06;"D";TRUE;1
1954289;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 01:00:00+00";"PT60M";12,59;"D";TRUE;1
1954290;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 02:00:00+00";"PT60M";12,15;"D";TRUE;1
1954291;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 03:00:00+00";"PT60M";11,64;"D";TRUE;1
1954292;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 04:00:00+00";"PT60M";11,05;"D";TRUE;1
1954293;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 05:00:00+00";"PT60M";10,52;"D";TRUE;1
1954294;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 06:00:00+00";"PT60M";10,37;"D";TRUE;1
1954295;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 07:00:00+00";"PT60M";10,99;"D";TRUE;1
1954296;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 08:00:00+00";"PT60M";11,99;"D";TRUE;1
1954297;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 09:00:00+00";"PT60M";13,31;"D";TRUE;1
1954298;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 10:00:00+00";"PT60M";14,77;"D";TRUE;1
1954299;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 11:00:00+00";"PT60M";16,59;"D";TRUE;1
1954300;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 12:00:00+00";"PT60M";17,93;"D";TRUE;1
1954301;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 13:00:00+00";"PT60M";18,56;"D";TRUE;1
1954302;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 14:00:00+00";"PT60M";18,23;"D";TRUE;1
1954303;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 15:00:00+00";"PT60M";17,41;"D";TRUE;1
1954304;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 16:00:00+00";"PT60M";16,24;"D";TRUE;1
1954305;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 17:00:00+00";"PT60M";15,17;"D";TRUE;1
1954306;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 18:00:00+00";"PT60M";14,08;"D";TRUE;1
1954307;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 19:00:00+00";"PT60M";13,49;"D";TRUE;1
1954308;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 20:00:00+00";"PT60M";13,08;"D";TRUE;1
1954309;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 21:00:00+00";"PT60M";12,73;"D";TRUE;1
1954310;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 22:00:00+00";"PT60M";12,4;"D";TRUE;1
1954311;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-27 23:00:00+00";"PT60M";11,99;"D";TRUE;1
1954312;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 00:00:00+00";"PT60M";11,54;"D";TRUE;1
1954313;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 01:00:00+00";"PT60M";10,99;"D";TRUE;1
1954314;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 02:00:00+00";"PT60M";10,49;"D";TRUE;1
1954315;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 03:00:00+00";"PT60M";9,97;"D";TRUE;1
1954316;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 04:00:00+00";"PT60M";9,6;"D";TRUE;1
1954317;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 05:00:00+00";"PT60M";9,36;"D";TRUE;1
1954318;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 06:00:00+00";"PT60M";9,34;"D";TRUE;1
1954319;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 07:00:00+00";"PT60M";9,76;"D";TRUE;1
1954320;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 08:00:00+00";"PT60M";10,28;"D";TRUE;1
1954321;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 09:00:00+00";"PT60M";11,29;"D";TRUE;1
1954322;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 10:00:00+00";"PT60M";12,56;"D";TRUE;1
1954323;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 11:00:00+00";"PT60M";14,3;"D";TRUE;1
1954324;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 12:00:00+00";"PT60M";15,54;"D";TRUE;1
1954325;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 13:00:00+00";"PT60M";16,15;"D";TRUE;1
1954326;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 14:00:00+00";"PT60M";15,93;"D";TRUE;1
1954327;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 15:00:00+00";"PT60M";15,27;"D";TRUE;1
1954328;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 16:00:00+00";"PT60M";14,07;"D";TRUE;1
1954329;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 17:00:00+00";"PT60M";13,19;"D";TRUE;1
1954330;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 18:00:00+00";"PT60M";12,15;"D";TRUE;1
1954331;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 19:00:00+00";"PT60M";11,65;"D";TRUE;1
1954332;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 20:00:00+00";"PT60M";11,35;"D";TRUE;1
1954333;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 21:00:00+00";"PT60M";11,11;"D";TRUE;1
1954334;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 22:00:00+00";"PT60M";10,85;"D";TRUE;1
1954335;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-28 23:00:00+00";"PT60M";10,58;"D";TRUE;1
1954336;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 00:00:00+00";"PT60M";10,29;"D";TRUE;1
1954337;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 01:00:00+00";"PT60M";10,02;"D";TRUE;1
1954338;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 02:00:00+00";"PT60M";9,79;"D";TRUE;1
1954339;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 03:00:00+00";"PT60M";9,69;"D";TRUE;1
1954340;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 04:00:00+00";"PT60M";9,68;"D";TRUE;1
1954341;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 05:00:00+00";"PT60M";9,68;"D";TRUE;1
1954342;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 06:00:00+00";"PT60M";9,76;"D";TRUE;1
1954343;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 07:00:00+00";"PT60M";10,4;"D";TRUE;1
1954344;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 08:00:00+00";"PT60M";11,54;"D";TRUE;1
1954345;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 09:00:00+00";"PT60M";12,61;"D";TRUE;1
1954346;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 10:00:00+00";"PT60M";13,92;"D";TRUE;1
1954347;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 11:00:00+00";"PT60M";14,82;"D";TRUE;1
1954348;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 12:00:00+00";"PT60M";15,35;"D";TRUE;1
1954349;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 13:00:00+00";"PT60M";15,19;"D";TRUE;1
1954350;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 14:00:00+00";"PT60M";14,66;"D";TRUE;1
1954351;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 15:00:00+00";"PT60M";13,74;"D";TRUE;1
1954352;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 16:00:00+00";"PT60M";13,19;"D";TRUE;1
1954353;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 17:00:00+00";"PT60M";12,49;"D";TRUE;1
1954354;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 18:00:00+00";"PT60M";11,92;"D";TRUE;1
1954355;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 19:00:00+00";"PT60M";11,51;"D";TRUE;1
1954356;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 20:00:00+00";"PT60M";11,23;"D";TRUE;1
1954357;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 21:00:00+00";"PT60M";10,88;"D";TRUE;1
1954358;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 22:00:00+00";"PT60M";10,69;"D";TRUE;1
1954359;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-29 23:00:00+00";"PT60M";10,48;"D";TRUE;1
1954360;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 00:00:00+00";"PT60M";10,22;"D";TRUE;1
1954361;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 01:00:00+00";"PT60M";9,77;"D";TRUE;1
1954362;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 02:00:00+00";"PT60M";9,35;"D";TRUE;1
1954363;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 03:00:00+00";"PT60M";9,15;"D";TRUE;1
1954364;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 04:00:00+00";"PT60M";9,23;"D";TRUE;1
1954365;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 05:00:00+00";"PT60M";9,46;"D";TRUE;1
1954366;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 06:00:00+00";"PT60M";9,7;"D";TRUE;1
1954367;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 07:00:00+00";"PT60M";10,21;"D";TRUE;1
1954368;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 08:00:00+00";"PT60M";10,76;"D";TRUE;1
1954369;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 09:00:00+00";"PT60M";11,69;"D";TRUE;1
1954370;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 10:00:00+00";"PT60M";12,65;"D";TRUE;1
1954371;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 11:00:00+00";"PT60M";14,01;"D";TRUE;1
1954372;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 12:00:00+00";"PT60M";14,97;"D";TRUE;1
1954373;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 13:00:00+00";"PT60M";15,61;"D";TRUE;1
1954374;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 14:00:00+00";"PT60M";15,46;"D";TRUE;1
1954375;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 15:00:00+00";"PT60M";14,94;"D";TRUE;1
1954376;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 16:00:00+00";"PT60M";14,12;"D";TRUE;1
1954377;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 17:00:00+00";"PT60M";13,82;"D";TRUE;1
1954378;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 18:00:00+00";"PT60M";13,32;"D";TRUE;1
1954379;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 19:00:00+00";"PT60M";13,19;"D";TRUE;1
1954380;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 20:00:00+00";"PT60M";13,13;"D";TRUE;1
1954381;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 21:00:00+00";"PT60M";13,08;"D";TRUE;1
1954382;"2020-10-23 08:00:09.7541+00";"2020-10-23 08:00:09.7541+00";1;"2020-10-30 22:00:00+00";"PT60M";13,03;"D";TRUE;1
1954413;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 04:00:00+00";"PT60M";9,53;"D";TRUE;1
1954414;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 05:00:00+00";"PT60M";9,35;"D";TRUE;1
1954415;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 06:00:00+00";"PT60M";9,7;"D";TRUE;1
1954416;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 07:00:00+00";"PT60M";10,87;"D";TRUE;1
1954417;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 08:00:00+00";"PT60M";12,6;"D";TRUE;1
1954418;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 09:00:00+00";"PT60M";13,76;"D";TRUE;1
1954419;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 10:00:00+00";"PT60M";16,13;"D";TRUE;1
1954420;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 11:00:00+00";"PT60M";17,25;"D";TRUE;1
1954421;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 12:00:00+00";"PT60M";16,75;"D";TRUE;1
1954422;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 13:00:00+00";"PT60M";17,58;"D";TRUE;1
1954423;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 14:00:00+00";"PT60M";16,84;"D";TRUE;1
1954424;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 15:00:00+00";"PT60M";15,72;"D";TRUE;1
1954425;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 16:00:00+00";"PT60M";15,26;"D";TRUE;1
1954426;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 17:00:00+00";"PT60M";14,41;"D";TRUE;1
1954427;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 18:00:00+00";"PT60M";13,38;"D";TRUE;1
1954428;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 19:00:00+00";"PT60M";12,81;"D";TRUE;1
1954429;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 20:00:00+00";"PT60M";12,35;"D";TRUE;1
1954430;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 21:00:00+00";"PT60M";11,95;"D";TRUE;1
1954431;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 22:00:00+00";"PT60M";11,62;"D";TRUE;1
1954432;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-24 23:00:00+00";"PT60M";11,24;"D";TRUE;1
1954433;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 00:00:00+00";"PT60M";11,03;"D";TRUE;1
1954434;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 01:00:00+00";"PT60M";11,06;"D";TRUE;1
1954435;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 02:00:00+00";"PT60M";11,2;"D";TRUE;1
1954436;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 03:00:00+00";"PT60M";11,29;"D";TRUE;1
1954437;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 04:00:00+00";"PT60M";11,26;"D";TRUE;1
1954438;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 05:00:00+00";"PT60M";11,18;"D";TRUE;1
1954439;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 06:00:00+00";"PT60M";11,34;"D";TRUE;1
1954440;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 07:00:00+00";"PT60M";11,7;"D";TRUE;1
1954441;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 08:00:00+00";"PT60M";12,15;"D";TRUE;1
1954442;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 09:00:00+00";"PT60M";12,81;"D";TRUE;1
1954443;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 10:00:00+00";"PT60M";13,68;"D";TRUE;1
1954444;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 11:00:00+00";"PT60M";14,87;"D";TRUE;1
1954445;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 12:00:00+00";"PT60M";15,77;"D";TRUE;1
1954446;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 13:00:00+00";"PT60M";16,28;"D";TRUE;1
1954447;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 14:00:00+00";"PT60M";16,07;"D";TRUE;1
1954448;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 15:00:00+00";"PT60M";15,52;"D";TRUE;1
1954449;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 16:00:00+00";"PT60M";14,96;"D";TRUE;1
1954450;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 17:00:00+00";"PT60M";14,33;"D";TRUE;1
1954451;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 18:00:00+00";"PT60M";13,72;"D";TRUE;1
1954452;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 19:00:00+00";"PT60M";13,4;"D";TRUE;1
1954453;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 20:00:00+00";"PT60M";13,1;"D";TRUE;1
1954454;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 21:00:00+00";"PT60M";12,78;"D";TRUE;1
1954455;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 22:00:00+00";"PT60M";12,67;"D";TRUE;1
1954456;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-25 23:00:00+00";"PT60M";12,58;"D";TRUE;1
1954457;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 00:00:00+00";"PT60M";12,39;"D";TRUE;1
1954458;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 01:00:00+00";"PT60M";12,19;"D";TRUE;1
1954459;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 02:00:00+00";"PT60M";11,81;"D";TRUE;1
1954460;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 03:00:00+00";"PT60M";11,4;"D";TRUE;1
1954461;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 04:00:00+00";"PT60M";11,16;"D";TRUE;1
1954462;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 05:00:00+00";"PT60M";11,28;"D";TRUE;1
1954463;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 06:00:00+00";"PT60M";11,54;"D";TRUE;1
1954464;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 07:00:00+00";"PT60M";11,56;"D";TRUE;1
1954465;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 08:00:00+00";"PT60M";11,81;"D";TRUE;1
1954466;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 09:00:00+00";"PT60M";12,23;"D";TRUE;1
1954467;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 10:00:00+00";"PT60M";13,03;"D";TRUE;1
1954468;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 11:00:00+00";"PT60M";14,11;"D";TRUE;1
1954469;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 12:00:00+00";"PT60M";15,1;"D";TRUE;1
1954470;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 13:00:00+00";"PT60M";15,9;"D";TRUE;1
1954471;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 14:00:00+00";"PT60M";16,29;"D";TRUE;1
1954472;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 15:00:00+00";"PT60M";16,45;"D";TRUE;1
1954473;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 16:00:00+00";"PT60M";16,51;"D";TRUE;1
1954474;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 17:00:00+00";"PT60M";16,24;"D";TRUE;1
1954475;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 18:00:00+00";"PT60M";15,69;"D";TRUE;1
1954476;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 19:00:00+00";"PT60M";15,19;"D";TRUE;1
1954477;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 20:00:00+00";"PT60M";14,7;"D";TRUE;1
1954478;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 21:00:00+00";"PT60M";14,26;"D";TRUE;1
1954479;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 22:00:00+00";"PT60M";13,89;"D";TRUE;1
1954480;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-26 23:00:00+00";"PT60M";13,58;"D";TRUE;1
1954481;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-27 00:00:00+00";"PT60M";13,15;"D";TRUE;1
1954482;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-27 01:00:00+00";"PT60M";12,68;"D";TRUE;1
1954483;"2020-10-23 09:00:08.870017+00";"2020-10-23 09:00:08.870017+00";1;"2020-10-27 02:00:00+00";"PT60M";12,26;"D";TRUE;1
